,ticker,time,scraped_at,open,high,low,volume,average_volume_2_weeks,average_volume,average_volume_30_days,high_52_weeks,high_52_weeks_date,low_52_weeks,low_52_weeks_date,dividend_yield,shares_float,market_cap,pb_ratio,pe_ratio,shares_outstanding,industry,num_employees,year_founded,payable_date,ex_dividend_date
0,ARTV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.16,11.37,10.5286,152881.0,210228.242741,210228.242741,353791.695624,14.53,2026-04-20,1.47,2025-06-27,,12146737.062447,262243900.53,2.52509,-3.09,24716673.0,Biotechnology,104.0,2019.0,,
7,UNIT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.54,11.655,11.23,3344213.0,2907553.393324,2907553.393324,2641248.68526,12.1752,2026-04-23,3.995,2025-06-18,,221126507.109,2748146577.436737,7.20207,2.352024,239073212.478185,Real Estate Investment Trusts,,2014.0,2024-06-28 00:00:00,2024-06-14 00:00:00
15,CVGW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,27.64,28.16,27.6,324266.0,367789.38897,367789.38897,351362.707804,28.98,2026-04-28,18.4,2025-11-24,2.894356,16646417.4415,501011023.0,2.40231,30.632827,17874100.0,Agricultural Commodities/Milling,1969.0,1924.0,2026-04-29 00:00:00,2026-04-24 00:00:00
19,ACHV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.39,4.6,4.315,858691.0,895581.570233,895581.570233,1707749.22456,6.025,2026-01-16,2.0,2025-06-27,,73129754.604,469151878.799542,10.8604,-3.52,102659054.441913,Pharmaceuticals: Major,28.0,1991.0,,
20,MGNX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.2,3.3,3.11,621573.0,527836.138994,527836.138994,752514.68271,3.88,2026-04-10,1.185,2025-06-27,,61390221.7461,199578714.0,3.64481,-2.7,63560100.0,Pharmaceuticals: Major,293.0,2000.0,,
21,TFSL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.92,15.035,14.78,755977.0,725850.038019,725850.038019,715698.211369,15.58,2026-05-04,12.535,2025-06-17,7.573727,279226223.197,4212773565.0,2.57907,45.4324,280571000.0,Savings Banks,958.0,1938.0,2026-03-25 00:00:00,2026-03-11 00:00:00
23,LXEO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.88,6.03,5.74,416492.0,652913.678628,652913.678628,931141.260095,10.99,2025-12-23,2.43,2025-05-15,,59136373.36107,441558937.2,1.7165,-2.65,74087070.0,Biotechnology,59.0,2017.0,,
33,TLYS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.5774,4.6994,4.4,163551.0,340249.859328,340249.859328,438254.396814,5.54,2026-04-21,0.571,2025-05-15,,22429222.9845,102118083.894273,1.62496,-7.8,23182311.894273,Apparel/Footwear Retail,5123.0,1982.0,2021-12-15 00:00:00,2021-12-06 00:00:00
34,MDXG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.59,3.73,3.59,1918063.0,2143746.240405,2143746.240405,1846617.24558,7.99,2025-07-31,3.025,2026-04-29,,116334571.192,545142360.0,2.21311,17.670093,148946000.0,Medical Specialties,808.0,1985.0,,
43,FFIC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.73,16.21,15.715,154875.0,225001.403955,225001.403955,223171.565303,17.79,2025-12-19,11.125,2025-06-18,5.630198,31451502.9592,547389966.267755,0.759393,15.692771,33883625.271913,Regional Banks,567.0,1994.0,2026-04-24 00:00:00,2026-04-10 00:00:00
48,NCMI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.44,3.49,3.4,231638.0,233762.919952,233762.919952,431898.019222,5.88,2025-05-06,2.92,2026-04-02,3.560831,64776894.7328,324149442.58902,0.838044,-32.61,93280415.133531,Advertising/Marketing Services,248.0,2006.0,2026-03-23 00:00:00,2026-03-09 00:00:00
49,BFST,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,27.03,27.46,26.85,182734.0,184775.557423,184775.557423,195051.276215,30.32,2026-02-04,22.515,2025-06-20,2.145764,30682125.794,896847710.0,0.867747,9.611692,32678000.0,Regional Banks,842.0,2006.0,2026-05-29 00:00:00,2026-05-15 00:00:00
50,FLYW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.17,14.58,14.01,2994349.0,1752547.762518,1752547.762518,1700248.99777,15.25,2026-01-07,9.5,2025-05-05,,109644425.406,1761098769.6,2.07654,134.659091,121204320.0,Miscellaneous Commercial Services,1400.0,2009.0,,
52,OSG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.22,4.385,4.15,337274.0,338888.650388,338888.650388,536425.875649,10.38,2025-11-11,3.88,2026-04-10,,42236440.9344,197159568.0,0.26659,-1.28,45013600.0,Specialty Insurance,483.0,1991.0,,
54,BOBS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.03,10.28,9.86,1091641.0,1049257.021412,1049257.021412,991683.313831,23.4899,2026-02-24,9.86,2026-05-05,,30385826.30853,1308233547.45,7.92925,10.677948,130367070.0,Specialty Stores,5950.0,1991.0,,
60,TII,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.6637,2.72,2.55,192529.0,196819.775013,196819.775013,186544.887989,5.65,2026-01-21,0.4965,2025-05-19,,42969788.1342,250634655.0,65.1332,-3162.5,98288100.0,Other Metals/Minerals,159.0,2012.0,2023-04-14 00:00:00,2023-03-30 00:00:00
61,PN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.85,11.87,4.8,16750911.0,8242811.328014,8242811.328014,3819470.52288,87.4,2025-07-29,2.18,2026-04-15,,1072538.29375,98042644.638931,2.61936,-24.79,14311750.184502,Electric Utilities,115.0,2022.0,,
64,OCC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.86,11.0,9.8,296690.0,332640.983826,332640.983826,264367.340575,13.95,2026-04-24,2.44,2025-06-05,,5814778.4296,87609472.0,4.90584,-115.16,8831600.0,Telecommunications Equipment,348.0,1983.0,2015-11-20 00:00:00,2015-10-28 00:00:00
68,MSBI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.14,27.1,25.9,207227.0,182650.978272,182650.978272,169775.291578,27.1,2026-05-05,14.24,2025-10-31,4.890258,18922410.1976,561362984.0,1.20547,21.99729,20729800.0,Regional Banks,861.0,1988.0,2026-02-20 00:00:00,2026-02-13 00:00:00
72,MCW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.02,7.05,7.02,845297.0,2000674.726089,2000674.726089,1998434.3626,7.98,2025-05-13,4.61,2025-10-14,,101731499.135,2315420800.0,1.9662,21.225845,328895000.0,Other Consumer Services,6836.0,1996.0,,
73,ALH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.595,25.895,25.39,395343.0,805019.937398,805019.937398,1122670.09294,27.48,2025-11-13,18.64,2026-03-20,,45822819.38189,5061446844.323166,12.8912,49.679674,197944733.841344,Industrial Machinery,3923.0,1908.0,,
74,SVAC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.38,10.44,10.33,161631.0,217875.010863,217875.010863,218731.852871,12.0,2026-01-22,10.03,2025-09-30,,21358191.0,319240014.360921,1.41987,135.110533,30666668.046198,Financial Conglomerates,3.0,2025.0,,
76,MBLY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.67,8.81,8.635,3475533.0,7828726.913184,7828726.913184,6577644.85877,20.18,2025-07-09,6.47,2026-03-30,,214729628.63608,7381761473.275001,0.891515,-1.74,842186135.0,Packaged Software,4200.0,1999.0,,
77,NVTS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.2,18.14,15.7,40859077.0,45267237.441538,45267237.441538,33507795.9331,19.79,2026-04-24,1.8,2025-05-06,,208266218.442,4038877500.0,8.27202,-27.94,230793000.0,Semiconductors,190.0,2020.0,,
78,NAVN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.97,18.99,18.0,3511115.0,2592251.714569,2592251.714569,2654890.41777,25.0,2025-10-29,8.105,2026-03-20,,71769908.76372,4654124385.67503,3.78281,-11.6,250761012.159215,Packaged Software,3400.0,2015.0,,
82,ALMS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.7,26.33,25.27,997295.0,1207381.801507,1207381.801507,1202762.02641,30.6,2026-02-19,2.7601,2025-06-24,,82712385.71271,3324990695.32,8.77489,-8.42,127199338.0,Pharmaceuticals: Major,224.0,2021.0,,
83,PAGS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.825,10.0,9.746,3106156.0,3136998.965193,3136998.965193,3511923.94099,12.32,2026-01-29,7.735,2025-08-01,0.004103,159705277.974,2882172169.954362,1.02079,7.590502,290981541.641026,Miscellaneous Commercial Services,,2006.0,2026-06-01 00:00:00,2026-04-22 00:00:00
84,NRIX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.15,17.39,16.06,1307057.0,768567.720811,768567.720811,1035643.66888,22.4999,2025-12-08,8.195,2025-09-23,,97336481.424,1717573660.0,3.64023,-5.36,103406000.0,Biotechnology,317.0,2009.0,,
87,PAX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.71,12.97,12.6301,525463.0,714692.485818,714692.485818,764837.784172,17.8,2026-01-08,10.65,2025-05-06,4.731861,57484574.1184,2065098038.5,3.30537,23.634669,159467030.0,Investment Managers,548.0,2001.0,2026-03-12 00:00:00,2026-02-20 00:00:00
91,VTEX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.885,3.94,3.76,1730890.0,1313647.332247,1313647.332247,1123234.80074,6.82,2025-07-18,2.8414,2026-02-23,,63756005.3602,654666739.2,2.82277,38100.0,170486130.0,Information Technology Services,1139.0,2000.0,,
95,CLPT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.31,11.35,10.71,297535.0,383825.86866,383825.86866,466025.344261,30.0999,2025-10-09,8.27,2026-04-10,,26617522.69,332544918.550985,11.7181,-12.3,29986016.100179,Medical Specialties,172.0,1998.0,,
97,ACTU,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.98,3.08,2.8101,38648.0,169670.281176,169670.281176,219076.141062,11.99,2025-05-30,1.58,2026-04-13,,10073596.487392,72552428.847459,8.65382,-2.74,23709944.067797,Pharmaceuticals: Major,12.0,2015.0,,
99,IE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.505,12.87,12.38,1425741.0,1862091.356751,1862091.356751,1991580.30752,21.55,2026-01-29,6.01,2025-05-06,,122086586.9756,2019132648.0,4.33235,-16.08,157991600.0,Other Metals/Minerals,286.0,2020.0,,
101,IMA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.71,5.93,5.5301,33698.0,68578.161227,68578.161227,970391.032101,18.0,2025-06-09,3.94,2026-03-27,,7008462.4658,66103432.74,0.479973,-0.89,11185014.0,Biotechnology,15.0,2016.0,,
102,IPSC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.32,2.35,2.23,450171.0,633514.454934,633514.454934,1043492.14157,3.04,2026-03-10,0.435,2025-11-17,,114718275.954,414131740.786026,1.261,-21.75,180057278.60262,Biotechnology,78.0,2018.0,,
104,BLFS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,21.27,21.6,20.6401,296277.0,358670.527014,358670.527014,366676.607652,29.62,2025-10-24,17.86,2026-03-13,,46761260.7,1054773040.910374,2.73339,-67.4,48900001.896633,Medical Specialties,155.0,1987.0,,
107,VFC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.52,18.68,18.175,3810592.0,6160308.789374,6160308.789374,6592448.34058,22.2699,2026-04-21,11.06,2025-06-23,1.957586,366716333.169,7167944081.374663,4.03037,33.36357,391263323.219141,Apparel/Footwear,27000.0,1899.0,2026-03-19 00:00:00,2026-03-10 00:00:00
109,OGN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.29,13.35,13.265,7239939.0,26906356.024914,26906356.024914,18242631.9501,13.39,2026-04-30,5.69,2026-03-30,0.603318,261258846.289,3505723350.0,3.85684,14.127424,262601000.0,Pharmaceuticals: Major,10000.0,2020.0,2026-06-11 00:00:00,2026-05-11 00:00:00
112,LWLG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.02,17.42,15.0601,10643113.0,10587399.118959,10587399.118959,10068684.3853,18.28,2026-05-04,0.8221,2025-05-06,,148838308.53,2516860421.0,30.8941,-109.78,150611000.0,Chemicals: Specialty,34.0,1997.0,,
116,VENU,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.95,4.02,3.9,177777.0,233443.300242,233443.300242,300661.445875,18.17,2025-08-22,3.06,2026-03-27,,43562810.44548,235535588.350516,1.34073,-3.49,60347319.587629,Movies/Entertainment,280.0,2017.0,,
118,ARX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.875,13.42,12.69,753593.0,1164757.582502,1164757.582502,1223405.06907,31.18,2025-07-25,9.18,2026-02-24,,56952382.46652,2965750573.12,4.12678,-1.88,223999288.0,Property/Casualty Insurance,,2018.0,,
121,SGRY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.08,15.11,13.81,2963735.0,1274318.18053,1274318.18053,1091257.05041,24.18,2025-05-16,11.41,2026-03-30,,76888551.42,1846823400.0,1.07208,-23.16,129420000.0,Hospital/Nursing Management,16000.0,2004.0,,
124,AIP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.25,30.75,29.21,716887.0,809836.159176,809836.159176,646444.018152,30.75,2026-05-05,6.6367,2025-05-06,,34889575.975065,1389231495.759447,-87.2841,-35.1,46092617.642981,Semiconductors,299.0,2003.0,,
129,RBBN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.67,2.755,2.67,503171.0,1056356.759391,1056356.759391,1139208.95961,4.29,2025-06-03,1.8,2026-02-06,,142474235.256,479136840.0,1.04528,15.641476,175508000.0,Packaged Software,3080.0,1997.0,,
130,GTN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.52,5.535,5.335,770875.0,999454.383777,999454.383777,1054525.36042,6.435,2026-04-21,3.5,2025-08-08,5.776173,86271579.0024,612420793.008122,0.262225,-3.87,111653745.306859,Broadcasting,9582.0,1897.0,2026-03-31 00:00:00,2026-03-13 00:00:00
133,TRAD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.9,9.91,9.9,1028642.0,222649.3,222649.3,203407.9091,9.91,2026-05-05,9.85,2026-04-20,,11558068.04,141267050.0,1.25386,,14255000.0,Financial Conglomerates,,,,
134,THRY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.75,3.955,3.72,1261456.0,1312555.542023,1312555.542023,880545.941427,15.49,2025-05-14,1.91,2026-02-27,,40720921.9648,168529240.0,0.729868,11.582891,44349800.0,Packaged Software,2729.0,2012.0,,
136,NOG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.58,26.915,26.3,2059626.0,2328928.853709,2328928.853709,2304796.83397,32.62,2025-06-13,20.18,2025-11-07,6.716418,102483655.967,2817217510.695136,1.58889,-4.19,105791119.440298,Oil & Gas Production,64.0,2006.0,2026-04-30 00:00:00,2026-03-30 00:00:00
138,PRVA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,24.24,24.42,23.86,955236.0,942793.904609,942793.904609,876609.894298,26.51,2025-11-06,18.77,2025-08-01,,117333498.75,3052687500.0,4.06417,136.332958,125625000.0,Life/Health Insurance,1226.0,2007.0,,
139,CPIX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.55,4.75,4.4943,322554.0,5620226.69168,5620226.69168,2695724.31179,6.265,2025-06-09,1.85,2025-11-18,,8723691.2122,68202221.827815,2.72317,-23.68,14956627.593819,Pharmaceuticals: Major,93.0,1999.0,,
140,RIOT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.2,20.42,19.0681,20934500.0,20135571.975194,20135571.975194,19726035.9237,23.935,2025-10-10,7.66,2025-05-06,,348325474.328,7687814318.27195,2.95624,-8.28,378151220.770878,Information Technology Services,816.0,2000.0,2017-10-18 00:00:00,2017-10-12 00:00:00
141,OTEX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.16,23.555,22.92,1542899.0,1526133.465847,1526133.465847,1670990.88954,39.9,2025-10-15,19.995,2026-04-09,4.674398,246064329.067,5881652410.0,1.44087,13.586478,250603000.0,Packaged Software,21400.0,1991.0,2026-03-20 00:00:00,2026-03-06 00:00:00
142,YSWY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,28.05,29.08,27.44,330653.0,1464575.4067,1464575.4067,1464575.4067,29.08,2026-05-05,20.0,2026-04-21,,13896616.154608,1711965516.8,,,60794230.0,Food Retail,,2015.0,,
144,INUV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.8602,1.8602,1.7301,224799.0,165174.912847,165174.912847,231928.635975,6.27,2025-07-18,1.62,2026-02-04,,11834420.1881,26926115.274193,2.72827,-5.11,14713724.193548,Packaged Software,72.0,1987.0,,
146,PRCH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.36,11.35,10.0501,3271416.0,2960578.061359,2960578.061359,2225164.12138,19.4355,2025-09-22,5.9199,2025-05-05,,85880370.373,1225316634.594595,-50.6453,-63.99,109403270.945946,Property/Casualty Insurance,803.0,2011.0,,
148,XRX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.54,2.66,2.36,12876257.0,14102582.017889,14102582.017889,8138909.54835,6.8,2025-07-23,1.19,2026-04-13,3.846154,118857075.36,346557037.01923,1.13718,-0.32,130776240.384615,Computer Peripherals,22900.0,2019.0,2026-04-30 00:00:00,2026-03-31 00:00:00
151,FTCI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.95,4.2,3.3,1193072.0,213677.444112,213677.444112,183756.68345,12.75,2026-01-16,2.9,2025-05-07,,11948138.7792,55179114.0,-1.2478,-0.65,15970800.0,Packaged Software,232.0,2017.0,,
155,HLX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.35,10.35,10.17,1779074.0,2810957.835577,2810957.835577,2077000.8138,10.75,2026-02-24,5.52,2025-07-24,,137281786.848,1510521472.483905,0.969765,105.670103,147296096.780488,Oilfield Services/Equipment,2212.0,1979.0,,
156,RMIX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.99,17.99,15.29,174006.0,164332.634642,164332.634642,526760.1941,17.99,2026-05-04,9.2,2026-04-09,,18969078.921238,448281542.135,2.10255,-322.57,29175499.0,Packaged Software,3.0,2025.0,,
158,HAYW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.52,14.66,14.41,1370687.0,3260265.472841,3260265.472841,2510803.5011,17.73,2025-10-30,13.04,2026-03-30,,211230837.54,3152472390.0,1.9447,19.933555,216963000.0,Recreational Products,1980.0,2017.0,,
160,JOBY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.84,8.93,8.6301,30833027.0,31307483.369954,31307483.369954,25336499.9149,20.95,2025-08-04,6.18,2025-05-06,,628221394.944,8533909293.774266,5.75123,-7.71,983169273.476298,Aerospace & Defense,2559.0,2009.0,,
161,ASTI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.31,4.37,4.05,661122.0,1127218.059637,1127218.059637,1707768.86583,9.87,2026-02-11,1.1,2025-06-25,,8446903.59781,39645319.1,6.11783,-1.31,9461890.0,Semiconductors,18.0,2005.0,,
162,SLP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.1,15.74,14.62,180860.0,244230.270847,244230.270847,400971.78182,34.01,2025-05-27,11.09,2026-03-30,,16685701.9,317630460.0,2.28834,-5.03,20205500.0,Packaged Software,213.0,1996.0,2024-08-05 00:00:00,2024-07-29 00:00:00
164,ULCC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.72,4.49,3.72,9872027.0,7358456.159071,7358456.159071,6581851.29408,6.66,2026-02-09,3.02,2026-03-19,,85920916.66,1001609159.744376,1.90765,-6.78,229732140.586797,Airlines,7750.0,1994.0,,
166,AIOS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.0,32.4497,16.0,3314668.0,1045572.158098,1045572.158098,476663.9035,119.0,2025-05-12,6.54,2026-04-27,,2309622.13725,63685398.505151,0.794546,-0.06,3249255.025773,Industrial Machinery,20.0,2012.0,,
167,TPST,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.12,2.16,2.06,122487.0,169477.784123,169477.784123,295517.055942,12.23,2025-10-15,1.5,2026-03-31,,8129017.336,30983112.682464,1.55914,-0.31,14344033.649289,Pharmaceuticals: Major,4.0,2011.0,,
174,ZYME,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,27.02,27.33,26.14,412700.0,566003.607515,566003.607515,552104.786358,29.75,2026-04-27,10.86,2025-05-08,,70026646.4424,1983080259.289015,7.49953,-24.73,74300496.788648,Pharmaceuticals: Major,264.0,2003.0,,
175,MOS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,22.89,23.3199,22.745,6779738.0,7499053.091464,7499053.091464,8129188.79962,38.23,2025-07-08,22.74,2026-04-28,3.831084,316562580.273,7394710455.0,0.603305,13.547626,317847000.0,Chemicals: Agricultural,13249.0,2004.0,2026-06-02 00:00:00,2026-05-21 00:00:00
176,QURE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,20.11,21.27,19.76,1563178.0,1555108.967466,1555108.967466,1583583.24205,71.5,2025-10-28,8.73,2026-03-03,,57618157.3476,1302304332.0,6.48124,-6.08,61603800.0,Biotechnology,221.0,2012.0,,
178,GSBD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.07,10.155,9.865,1147087.0,1286381.847384,1286381.847384,1344237.1836,12.028,2025-07-18,8.6602,2026-04-02,12.749004,112374705.906,1140324664.167326,0.794222,9.729625,112569068.525896,Investment Trusts/Mutual Funds,,2012.0,2026-04-28 00:00:00,2026-03-31 00:00:00
181,ANGO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.0,11.17,10.92,235993.0,273150.577925,273150.577925,432402.935219,13.99,2025-12-04,8.36,2025-08-08,,36537394.2542,452028883.570123,2.64004,-14.45,41318910.746812,Medical Specialties,675.0,1988.0,,
183,DTI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.43,3.5,3.3788,212983.0,324092.30742,324092.30742,689332.654974,4.69,2026-04-06,1.65,2025-09-24,,21476261.95968,121742733.836735,0.995582,-32.48,35185761.22449,Finance/Rental/Leasing,432.0,1984.0,,
186,ENGN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.72,8.03,7.485,426206.0,493753.190639,493753.190639,380899.415903,12.25,2026-01-23,2.65,2025-05-13,,35019142.15176,529216834.07359,1.81068,-3.38,66989472.667543,Miscellaneous Commercial Services,82.0,2023.0,,
188,DNLI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.15,19.4,18.33,2535623.0,1682173.39324,1682173.39324,1476589.4711,23.77,2026-02-03,12.58,2025-09-22,,141635860.288,3002570698.477498,2.87634,-6.29,158656311.676486,Biotechnology,503.0,2013.0,,
189,EOLS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.4725,6.665,5.4725,3918241.0,843218.442412,843218.442412,773425.147087,12.24,2025-05-05,3.86,2026-03-30,,47847531.22,414432200.0,-15.6993,-6.95,65060000.0,Pharmaceuticals: Major,334.0,2012.0,,
192,HOPE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.41,12.64,12.3,706259.0,1144429.191838,1144429.191838,1002897.66778,13.02,2026-04-28,9.435,2025-08-01,4.527082,124231802.961,1598697765.0,0.692468,23.825116,127947000.0,Major Banks,1434.0,2000.0,2026-05-22 00:00:00,2026-05-08 00:00:00
196,SBET,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.73,7.73,7.455,4376051.0,7893664.267229,7893664.267229,8055396.71422,124.12,2025-05-30,2.4066,2025-05-08,,178578341.522,1499394195.0,0.615539,-0.82,197159000.0,Advertising/Marketing Services,15.0,2019.0,,
197,MAMA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.06,14.94,13.7701,347899.0,301862.914681,301862.914681,402777.950805,17.85,2026-02-26,6.37,2025-05-12,,36260148.735,587493672.772203,10.7863,109.318716,40657001.575931,Food: Meat/Fish/Dairy,581.0,2009.0,,
198,GPRE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.06,18.94,17.84,1548053.0,1187301.415671,1187301.415671,1318838.27217,18.94,2026-05-05,3.385,2025-05-08,,67411831.8612,1274209692.544267,1.64672,-9.51,69838843.110127,Chemicals: Specialty,642.0,2004.0,2019-06-14 00:00:00,2019-05-23 00:00:00
200,ELDN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.82,3.86,3.73,729883.0,1551437.660745,1551437.660745,1708203.69404,4.6,2025-11-03,1.35,2025-11-21,,71884352.6832,286719481.000002,3.51638,-6.36,75851714.550265,Pharmaceuticals: Major,33.0,2004.0,,
202,BV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.78,11.82,11.6,1110555.0,501226.808707,501226.808707,433071.734066,17.105,2025-07-01,11.06,2025-11-20,,68942154.0,1110618000.0,0.87546,-1422.89,94200000.0,Miscellaneous Commercial Services,18600.0,2013.0,,
204,ADPT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.74,14.83,13.64,3187405.0,1240845.081027,1240845.081027,1536424.84363,20.76,2025-11-25,8.375,2025-05-07,,148202593.594,2121102050.0,10.1914,-36.37,153982000.0,Biotechnology,624.0,2009.0,,
209,THM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.35,2.35,2.255,988769.0,1288347.008434,1288347.008434,1113915.26705,3.6499,2026-01-28,0.6423,2025-05-14,,228618933.874,593915990.0,8.55173,-103.57,261637000.0,Precious Metals,3.0,1978.0,2010-08-30 00:00:00,2010-08-26 00:00:00
210,MDAI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.27,2.328,2.21,354570.0,428155.167176,428155.167176,443654.265623,3.21,2025-07-09,1.13,2025-05-07,,26790397.92,72558720.0,-12.1644,-7.19,31824000.0,Medical Specialties,65.0,2020.0,,
212,RLAY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.15,13.3599,12.66,1951216.0,3312838.98863,3312838.98863,3548553.27889,17.32,2026-04-17,2.6701,2025-05-15,,140807445.71,2455938785.445374,4.01359,-8.12,189209459.587471,Biotechnology,192.0,2015.0,,
218,TBPH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.98,17.17,16.65,262329.0,319398.185974,319398.185974,363841.626477,21.03,2026-01-22,8.33,2025-05-14,,48146273.4432,860961740.853927,2.91038,8.225108,51492927.084565,Pharmaceuticals: Major,90.0,2013.0,,
219,ZETA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.14,18.2,17.65,8698023.0,9611103.951946,9611103.951946,8171664.61199,24.9,2026-01-09,12.1,2025-06-13,,217912080.579,4357605944.772481,5.21519,-170.65,244123582.340195,Packaged Software,3300.0,2012.0,,
